coseq_kmeans	hclust	PrimaryStage	StageBias	Label
FBgn0032209	1	1	E4	E4	hourglass
FBgn0032210	2	4	E3	broad	early_constraint
FBgn0032213	6	5	E5	E5	uniform_low
FBgn0032222	4	1	E1	broad	late_constraint
FBgn0032223	1	2	E3	broad	hourglass
FBgn0032224	3	2	E1	E1	inverse_hourglass
FBgn0032230	1	3	E2	E2	hourglass
FBgn0032231	1	1	E2	broad	hourglass
FBgn0032234	4	3	E1	E1	late_constraint
FBgn0032235	6	1	E6	E6	uniform_low
FBgn0032242	6	3	E1	E1	uniform_low
FBgn0032243	4	5	E6	E6	late_constraint
FBgn0032244	1	3	E2	E2	hourglass
FBgn0032246	1	1	E8	broad	hourglass
FBgn0032247	6	5	E1	E1	uniform_low
FBgn0032248	4	5	E1	E1	late_constraint
FBgn0032251	6	1	E1	E1	uniform_low
FBgn0032258	1	5	E3	E3	hourglass
FBgn0032261	6	2	E7	broad	uniform_low
FBgn0032264	4	2	E5	broad	late_constraint
FBgn0032283	2	3	E7	E7	early_constraint
FBgn0032287	4	2	E8	E8	late_constraint
FBgn0032292	4	5	E1	broad	late_constraint
FBgn0032293	6	2	E1	E1	uniform_low
FBgn0032295	3	3	E1	E1	inverse_hourglass
FBgn0032305	2	4	E4	broad	early_constraint
FBgn0032321	6	1	E1	E1	uniform_low
FBgn0032335	6	1	E1	E1	uniform_low
FBgn0032341	5	3	E1	E1	uniform_high
FBgn0032346	3	5	E1	E1	inverse_hourglass
FBgn0032348	3	2	E2	E2	inverse_hourglass
FBgn0032350	5	1	E8	E8	uniform_high
FBgn0032354	4	5	E1	E1	late_constraint
FBgn0032358	1	5	E2	E2	hourglass
FBgn0032363	6	5	E1	broad	uniform_low
FBgn0032378	4	4	E4	broad	late_constraint
FBgn0032382	5	1	E1	E1	uniform_high
FBgn0032388	1	3	E3	broad	hourglass
FBgn0032390	6	5	E2	E2	uniform_low
FBgn0032393	1	4	E6	broad	hourglass
FBgn0032395	5	1	E6	E6	uniform_high
FBgn0032397	1	1	E4	broad	hourglass
FBgn0032401	5	1	E4	E4	uniform_high
FBgn0032407	4	2	E6	broad	late_constraint
FBgn0032408	1	1	E1	E1	hourglass
FBgn0032409	6	1	E1	E1	uniform_low
FBgn0032420	4	3	E1	broad	late_constraint
FBgn0032430	1	1	E3	E3	hourglass
FBgn0032444	1	1	E4	broad	hourglass
FBgn0032446	6	3	E1	E1	uniform_low
FBgn0032451	2	4	E8	E8	early_constraint
FBgn0032453	6	2	E7	E7	uniform_low
FBgn0032455	2	4	E1	E1	early_constraint
FBgn0032456	3	4	E6	broad	inverse_hourglass
FBgn0032467	1	3	E3	broad	hourglass
FBgn0032474	5	1	E1	E1	uniform_high
FBgn0032475	6	4	E1	E1	uniform_low
FBgn0032476	4	2	E1	E1	late_constraint
FBgn0032477	3	5	E1	broad	inverse_hourglass
FBgn0032479	3	2	E3	broad	inverse_hourglass
FBgn0032480	3	5	E3	broad	inverse_hourglass
FBgn0032482	1	1	E7	broad	hourglass
FBgn0032485	5	1	E3	E3	uniform_high
FBgn0032486	1	1	E5	broad	hourglass
FBgn0032487	1	1	E2	E2	hourglass
FBgn0032488	6	1	E1	E1	uniform_low
FBgn0032489	4	1	E2	E2	late_constraint
FBgn0032512	1	1	E4	broad	hourglass
FBgn0032513	1	1	E4	broad	hourglass
FBgn0032514	6	2	E1	E1	uniform_low
FBgn0032515	6	2	E4	broad	uniform_low
FBgn0032516	6	1	E1	E1	uniform_low
FBgn0032521	4	5	E1	E1	late_constraint
FBgn0032524	4	2	E2	broad	late_constraint
FBgn0032586	6	1	E1	broad	uniform_low
FBgn0032587	3	2	E8	E8	inverse_hourglass
FBgn0032597	6	4	E1	broad	uniform_low
FBgn0032600	1	1	E2	broad	hourglass
FBgn0032601	2	4	E5	E5	early_constraint
FBgn0032614	2	4	E6	E6	early_constraint
FBgn0032620	1	3	E3	E3	hourglass
FBgn0032640	2	2	E1	broad	early_constraint
FBgn0032642	1	3	E1	broad	hourglass
FBgn0032643	4	1	E4	broad	late_constraint
FBgn0032644	5	4	E1	E1	uniform_high
FBgn0032651	2	4	E3	E3	early_constraint
FBgn0032671	3	3	E2	broad	inverse_hourglass
FBgn0032682	1	1	E8	E8	hourglass
FBgn0032688	3	2	E2	E2	inverse_hourglass
FBgn0032689	6	3	E6	broad	uniform_low
FBgn0032691	5	3	E2	E2	uniform_high
FBgn0032694	4	5	E6	broad	late_constraint
FBgn0032698	4	5	E1	E1	late_constraint
FBgn0032699	1	3	E7	E7	hourglass
FBgn0032703	6	4	E1	E1	uniform_low
FBgn0032704	4	1	E7	broad	late_constraint
FBgn0032717	5	5	E6	broad	uniform_high
FBgn0032720	3	3	E2	broad	inverse_hourglass
FBgn0032723	4	2	E1	E1	late_constraint
FBgn0032724	4	2	E1	E1	late_constraint
FBgn0032726	5	2	E3	E3	uniform_high
FBgn0032728	4	1	E2	E2	late_constraint
FBgn0032731	1	1	E5	E5	hourglass
FBgn0032732	6	1	E1	E1	uniform_low
FBgn0032744	2	4	E7	broad	early_constraint
FBgn0032748	6	3	E1	E1	uniform_low
FBgn0032752	2	2	E1	E1	early_constraint
FBgn0032781	1	3	E3	E3	hourglass
FBgn0032783	1	3	E1	E1	hourglass
FBgn0032785	2	4	E5	E5	early_constraint
FBgn0032787	5	2	E2	E2	uniform_high
FBgn0032790	2	4	E7	E7	early_constraint
FBgn0032791	5	1	E8	broad	uniform_high
FBgn0032793	4	2	E2	E2	late_constraint
FBgn0032799	6	4	E2	E2	uniform_low
FBgn0032803	3	5	E4	E4	inverse_hourglass
FBgn0032811	5	2	E4	E4	uniform_high
FBgn0032812	3	2	E3	E3	inverse_hourglass
FBgn0032813	5	2	E3	E3	uniform_high
FBgn0032815	5	1	E3	E3	uniform_high
FBgn0032816	4	5	E1	E1	late_constraint
FBgn0032817	3	2	E8	E8	inverse_hourglass
FBgn0032819	4	1	E2	E2	late_constraint
FBgn0032822	6	3	E1	E1	uniform_low
FBgn0032824	2	4	E7	E7	early_constraint
FBgn0032845	2	4	E2	broad	early_constraint
FBgn0032846	5	1	E1	E1	uniform_high
FBgn0032849	2	4	E1	E1	early_constraint
FBgn0032858	5	5	E2	E2	uniform_high
FBgn0032859	6	2	E1	broad	uniform_low
FBgn0032870	5	5	E1	E1	uniform_high
FBgn0032871	6	1	E2	E2	uniform_low
FBgn0032876	6	3	E1	E1	uniform_low
FBgn0032877	4	1	E1	E1	late_constraint
FBgn0032880	4	1	E2	broad	late_constraint
FBgn0032881	2	4	E1	E1	early_constraint
FBgn0032882	1	3	E1	E1	hourglass
FBgn0032899	2	3	E7	E7	early_constraint
FBgn0032906	4	1	E2	E2	late_constraint
FBgn0032907	1	1	E1	E1	hourglass
FBgn0032919	5	5	E1	E1	uniform_high
FBgn0032921	6	3	E1	E1	uniform_low
FBgn0032922	4	5	E1	E1	late_constraint
FBgn0032923	1	1	E1	E1	hourglass
FBgn0032925	5	3	E1	broad	uniform_high
FBgn0032935	1	3	E8	E8	hourglass
FBgn0032938	1	1	E1	E1	hourglass
FBgn0032940	2	4	E6	broad	early_constraint
FBgn0032943	1	3	E2	E2	hourglass
FBgn0032946	2	4	E8	E8	early_constraint
FBgn0032955	6	5	E1	broad	uniform_low
FBgn0032956	1	1	E1	broad	hourglass
FBgn0032957	6	2	E1	broad	uniform_low
FBgn0032961	6	3	E1	E1	uniform_low
FBgn0032974	1	1	E3	E3	hourglass
FBgn0032979	6	5	E1	E1	uniform_low
FBgn0032988	1	1	E2	broad	hourglass
FBgn0033005	3	2	E1	E1	inverse_hourglass
FBgn0033010	5	2	E4	broad	uniform_high
FBgn0033015	3	2	E1	E1	inverse_hourglass
FBgn0033017	3	5	E1	E1	inverse_hourglass
FBgn0033019	1	1	E1	E1	hourglass
FBgn0033021	4	2	E2	broad	late_constraint
FBgn0033029	1	2	E2	broad	hourglass
FBgn0033033	3	2	E6	E6	inverse_hourglass
FBgn0033038	5	5	E4	broad	uniform_high
FBgn0033050	1	5	E1	E1	hourglass
FBgn0033051	5	3	E8	E8	uniform_high
FBgn0033052	6	1	E8	E8	uniform_low
FBgn0033055	2	2	E1	E1	early_constraint
FBgn0033060	3	5	E1	broad	inverse_hourglass
FBgn0033079	2	2	E4	E4	early_constraint
FBgn0033085	6	2	E7	broad	uniform_low
FBgn0033086	6	1	E7	broad	uniform_low
FBgn0033088	4	2	E2	E2	late_constraint
FBgn0033092	1	1	E1	E1	hourglass
FBgn0033101	1	1	E6	E6	hourglass
FBgn0033104	4	1	E1	E1	late_constraint
FBgn0033117	5	3	E1	E1	uniform_high
FBgn0033121	1	2	E6	E6	hourglass
FBgn0033122	6	3	E1	broad	uniform_low
FBgn0033127	3	2	E8	E8	inverse_hourglass
FBgn0033130	2	2	E6	E6	early_constraint
FBgn0033138	2	2	E7	E7	early_constraint
FBgn0033139	5	2	E8	E8	uniform_high
FBgn0033160	3	3	E3	E3	inverse_hourglass
FBgn0033166	3	5	E1	E1	inverse_hourglass
FBgn0033174	5	1	E2	E2	uniform_high
FBgn0033178	2	4	E2	broad	early_constraint
FBgn0033183	5	1	E2	broad	uniform_high
FBgn0033184	6	5	E1	broad	uniform_low
FBgn0033186	5	2	E1	E1	uniform_high
FBgn0033191	3	2	E7	broad	inverse_hourglass
FBgn0033192	2	1	E8	E8	early_constraint
FBgn0033195	5	5	E1	E1	uniform_high
FBgn0033204	5	2	E8	E8	uniform_high
FBgn0033209	2	4	E2	broad	early_constraint
FBgn0033210	1	5	E2	E2	hourglass
FBgn0033214	3	2	E6	E6	inverse_hourglass
FBgn0033221	2	4	E7	E7	early_constraint
FBgn0033225	1	1	E3	E3	hourglass
FBgn0033226	1	1	E8	E8	hourglass
FBgn0033229	1	1	E3	broad	hourglass
FBgn0033233	4	5	E1	E1	late_constraint
FBgn0033235	5	2	E6	E6	uniform_high
FBgn0033236	6	1	E1	E1	uniform_low
FBgn0033241	4	1	E1	broad	late_constraint
FBgn0033244	1	1	E1	E1	hourglass
FBgn0033246	2	4	E6	E6	early_constraint
FBgn0033247	6	1	E2	E2	uniform_low
FBgn0033257	5	3	E5	E5	uniform_high
FBgn0033259	5	4	E4	broad	uniform_high
FBgn0033260	2	2	E2	broad	early_constraint
FBgn0033261	4	2	E1	E1	late_constraint
FBgn0033264	6	1	E1	E1	uniform_low
FBgn0033265	4	1	E1	E1	late_constraint
FBgn0033266	3	2	E3	broad	inverse_hourglass
FBgn0033268	2	4	E8	E8	early_constraint
FBgn0033272	2	1	E7	broad	early_constraint
FBgn0033308	2	4	E6	E6	early_constraint
FBgn0033309	4	5	E1	E1	late_constraint
FBgn0033316	4	1	E1	E1	late_constraint
FBgn0033317	6	1	E3	broad	uniform_low
FBgn0033339	3	5	E4	E4	inverse_hourglass
FBgn0033340	6	2	E1	E1	uniform_low
FBgn0033341	6	2	E1	E1	uniform_low
FBgn0033349	3	5	E3	broad	inverse_hourglass
FBgn0033350	6	4	E1	broad	uniform_low
FBgn0033351	6	1	E3	broad	uniform_low
FBgn0033352	6	2	E3	broad	uniform_low
FBgn0033356	2	1	E1	broad	early_constraint
FBgn0033366	2	4	E6	E6	early_constraint
FBgn0033375	2	1	E2	E2	early_constraint
FBgn0033376	5	5	E2	E2	uniform_high
FBgn0033377	1	1	E1	broad	hourglass
FBgn0033380	1	1	E1	E1	hourglass
FBgn0033381	5	5	E1	E1	uniform_high
FBgn0033392	5	5	E3	E3	uniform_high
FBgn0033400	6	5	E1	E1	uniform_low
FBgn0033401	1	3	E3	E3	hourglass
FBgn0033402	1	1	E6	E6	hourglass
FBgn0033421	4	1	E2	E2	late_constraint
FBgn0033426	1	1	E5	E5	hourglass
FBgn0033429	6	5	E2	E2	uniform_low
FBgn0033434	2	1	E1	broad	early_constraint
FBgn0033446	3	3	E6	E6	inverse_hourglass
FBgn0033450	6	5	E2	E2	uniform_low
FBgn0033457	1	1	E7	broad	hourglass
FBgn0033458	4	5	E2	E2	late_constraint
FBgn0033459	6	5	E1	E1	uniform_low
FBgn0033460	5	5	E4	broad	uniform_high
FBgn0033463	3	2	E1	broad	inverse_hourglass
FBgn0033464	2	4	E5	E5	early_constraint
FBgn0033467	6	1	E1	E1	uniform_low
FBgn0033468	4	1	E2	E2	late_constraint
FBgn0033471	2	4	E1	E1	early_constraint
FBgn0033473	1	3	E1	E1	hourglass
FBgn0033475	6	1	E1	E1	uniform_low
FBgn0033476	2	4	E8	broad	early_constraint
FBgn0033480	6	2	E1	E1	uniform_low
FBgn0033482	6	3	E4	broad	uniform_low
FBgn0033483	5	5	E3	broad	uniform_high
FBgn0033485	1	3	E2	broad	hourglass
FBgn0033486	4	5	E3	E3	late_constraint
FBgn0033501	2	4	E5	E5	early_constraint
FBgn0033518	1	1	E2	E2	hourglass
FBgn0033519	1	1	E2	E2	hourglass
FBgn0033520	1	1	E2	E2	hourglass
FBgn0033521	6	1	E2	E2	uniform_low
FBgn0033523	6	5	E1	E1	uniform_low
FBgn0033526	5	3	E2	E2	uniform_high
FBgn0033527	4	5	E2	E2	late_constraint
FBgn0033543	5	2	E6	broad	uniform_high
FBgn0033544	1	1	E1	broad	hourglass
FBgn0033547	6	1	E1	broad	uniform_low
FBgn0033548	4	2	E2	E2	late_constraint
FBgn0033549	4	5	E2	E2	late_constraint
FBgn0033550	1	1	E1	E1	hourglass
FBgn0033551	2	2	E1	E1	early_constraint
FBgn0033557	2	4	E2	E2	early_constraint
FBgn0033566	6	2	E1	E1	uniform_low
FBgn0033581	6	1	E1	E1	uniform_low
FBgn0033587	2	4	E5	E5	early_constraint
FBgn0033590	3	4	E6	E6	inverse_hourglass
FBgn0033593	5	1	E8	E8	uniform_high
FBgn0033598	2	4	E8	E8	early_constraint
FBgn0033605	6	1	E1	E1	uniform_low
FBgn0033609	6	3	E2	E2	uniform_low
FBgn0033635	5	3	E7	E7	uniform_high
FBgn0033636	6	5	E3	E3	uniform_low
FBgn0033638	4	2	E5	broad	late_constraint
FBgn0033639	5	3	E6	E6	uniform_high
FBgn0033653	6	4	E1	E1	uniform_low
FBgn0033654	2	4	E4	E4	early_constraint
FBgn0033656	1	1	E1	E1	hourglass
FBgn0033665	5	2	E7	broad	uniform_high
FBgn0033668	3	3	E5	E5	inverse_hourglass
FBgn0033669	6	4	E1	broad	uniform_low
FBgn0033673	1	1	E4	E4	hourglass
FBgn0033677	4	2	E7	E7	late_constraint
FBgn0033688	3	5	E2	E2	inverse_hourglass
FBgn0033690	1	5	E7	E7	hourglass
FBgn0033691	5	5	E2	broad	uniform_high
FBgn0033702	3	2	E5	E5	inverse_hourglass
FBgn0033712	6	5	E1	E1	uniform_low
FBgn0033713	4	1	E1	E1	late_constraint
FBgn0033715	4	5	E1	E1	late_constraint
FBgn0033716	5	1	E7	broad	uniform_high
FBgn0033717	3	2	E8	E8	inverse_hourglass
FBgn0033724	2	4	E4	E4	early_constraint
FBgn0033729	2	4	E6	E6	early_constraint
FBgn0033734	2	4	E1	E1	early_constraint
FBgn0033737	2	1	E1	E1	early_constraint
FBgn0033738	3	5	E5	E5	inverse_hourglass
FBgn0033739	4	5	E4	broad	late_constraint
FBgn0033749	5	3	E3	E3	uniform_high
FBgn0033751	3	2	E3	broad	inverse_hourglass
FBgn0033753	3	2	E4	E4	inverse_hourglass
FBgn0033754	6	2	E2	E2	uniform_low
FBgn0033757	1	1	E1	E1	hourglass
FBgn0033762	1	3	E1	E1	hourglass
FBgn0033777	1	1	E7	broad	hourglass
FBgn0033781	6	1	E1	E1	uniform_low
FBgn0033782	3	2	E3	E3	inverse_hourglass
FBgn0033783	5	3	E8	broad	uniform_high
FBgn0033784	5	3	E2	E2	uniform_high
FBgn0033785	5	3	E4	E4	uniform_high
FBgn0033799	2	4	E5	E5	early_constraint
FBgn0033802	6	3	E2	E2	uniform_low
FBgn0033808	1	1	E4	broad	hourglass
FBgn0033812	1	1	E4	broad	hourglass
FBgn0033814	6	5	E5	broad	uniform_low
FBgn0033815	5	5	E2	E2	uniform_high
FBgn0033816	5	1	E5	broad	uniform_high
FBgn0033821	2	4	E8	E8	early_constraint
FBgn0033842	6	4	E1	E1	uniform_low
FBgn0033844	1	1	E5	broad	hourglass
FBgn0033845	6	5	E1	E1	uniform_low
FBgn0033846	1	3	E3	E3	hourglass
FBgn0033853	5	1	E5	broad	uniform_high
FBgn0033869	2	4	E5	E5	early_constraint
FBgn0033871	1	3	E8	broad	hourglass
FBgn0033872	2	2	E5	broad	early_constraint
FBgn0033875	2	4	E1	E1	early_constraint
FBgn0033879	1	4	E1	E1	hourglass
FBgn0033884	1	1	E4	E4	hourglass
FBgn0033886	6	5	E3	broad	uniform_low
FBgn0033889	4	5	E3	broad	late_constraint
FBgn0033891	5	2	E1	E1	uniform_high
FBgn0033893	6	1	E8	E8	uniform_low
FBgn0033901	6	1	E1	E1	uniform_low
FBgn0033903	5	2	E6	E6	uniform_high
FBgn0033907	6	4	E1	broad	uniform_low
FBgn0033915	1	1	E3	broad	hourglass
FBgn0033916	1	2	E4	E4	hourglass
FBgn0033917	1	1	E4	broad	hourglass
FBgn0033918	4	5	E4	broad	late_constraint
FBgn0033921	6	1	E1	E1	uniform_low
FBgn0033924	5	4	E6	E6	uniform_high
FBgn0033928	3	2	E1	E1	inverse_hourglass
FBgn0033929	5	1	E2	broad	uniform_high
FBgn0033935	5	3	E5	E5	uniform_high
FBgn0033945	3	4	E8	E8	inverse_hourglass
FBgn0033951	6	1	E1	E1	uniform_low
FBgn0033987	1	1	E3	broad	hourglass
FBgn0033995	3	5	E1	E1	inverse_hourglass
FBgn0033996	6	3	E1	E1	uniform_low
FBgn0033998	3	3	E3	E3	inverse_hourglass
FBgn0034002	1	4	E3	E3	hourglass
FBgn0034008	1	1	E2	E2	hourglass
FBgn0034025	3	5	E5	E5	inverse_hourglass
FBgn0034031	6	4	E7	E7	uniform_low
FBgn0034032	5	1	E2	E2	uniform_high
FBgn0034035	4	1	E1	broad	late_constraint
FBgn0034046	6	5	E1	E1	uniform_low
FBgn0034049	3	5	E3	E3	inverse_hourglass
FBgn0034050	4	1	E2	E2	late_constraint
FBgn0034051	1	5	E1	E1	hourglass
FBgn0034054	4	5	E2	E2	late_constraint
FBgn0034057	2	2	E1	broad	early_constraint
FBgn0034058	2	2	E2	E2	early_constraint
FBgn0034059	6	2	E2	broad	uniform_low
FBgn0034060	3	2	E4	broad	inverse_hourglass
FBgn0034061	4	2	E2	broad	late_constraint
FBgn0034063	1	1	E1	E1	hourglass
FBgn0034066	4	5	E1	E1	late_constraint
FBgn0034067	6	3	E6	E6	uniform_low
FBgn0034072	5	2	E4	E4	uniform_high
FBgn0034073	5	1	E2	E2	uniform_high
FBgn0034075	3	2	E6	broad	inverse_hourglass
FBgn0034081	1	3	E1	E1	hourglass
FBgn0034083	2	4	E2	broad	early_constraint
FBgn0034087	3	2	E4	E4	inverse_hourglass
FBgn0034091	4	2	E1	broad	late_constraint
FBgn0034093	4	5	E7	E7	late_constraint
FBgn0034109	3	2	E1	E1	inverse_hourglass
FBgn0034114	4	5	E1	E1	late_constraint
FBgn0034117	3	2	E3	broad	inverse_hourglass
FBgn0034126	5	1	E1	E1	uniform_high
FBgn0034140	2	4	E8	E8	early_constraint
FBgn0034141	2	4	E1	E1	early_constraint
FBgn0034158	5	1	E2	E2	uniform_high
FBgn0034172	6	1	E1	E1	uniform_low
FBgn0034176	6	3	E1	E1	uniform_low
FBgn0034177	5	1	E2	broad	uniform_high
FBgn0034179	3	4	E1	broad	inverse_hourglass
FBgn0034180	1	3	E8	broad	hourglass
FBgn0034184	5	3	E4	broad	uniform_high
FBgn0034191	5	2	E8	E8	uniform_high
FBgn0034194	6	1	E8	E8	uniform_low
FBgn0034197	2	4	E7	E7	early_constraint
FBgn0034200	5	5	E5	E5	uniform_high
FBgn0034210	2	4	E2	E2	early_constraint
FBgn0034215	4	5	E1	broad	late_constraint
FBgn0034224	4	2	E2	E2	late_constraint
FBgn0034230	1	3	E5	E5	hourglass
FBgn0034231	1	1	E2	E2	hourglass
FBgn0034232	1	3	E1	E1	hourglass
FBgn0034242	6	2	E1	broad	uniform_low
FBgn0034243	4	4	E2	broad	late_constraint
FBgn0034246	1	1	E1	broad	hourglass
FBgn0034248	6	5	E2	E2	uniform_low
FBgn0034264	3	5	E2	E2	inverse_hourglass
FBgn0034265	1	3	E2	E2	hourglass
FBgn0034269	1	5	E3	E3	hourglass
FBgn0034275	5	5	E6	E6	uniform_high
FBgn0034291	2	4	E7	E7	early_constraint
FBgn0034296	2	4	E7	E7	early_constraint
FBgn0034299	4	5	E1	E1	late_constraint
FBgn0034300	5	1	E1	E1	uniform_high
FBgn0034304	5	3	E4	E4	uniform_high
FBgn0034308	3	2	E3	E3	inverse_hourglass
FBgn0034312	2	4	E8	E8	early_constraint
FBgn0034315	4	2	E2	broad	late_constraint
FBgn0034318	2	4	E7	E7	early_constraint
FBgn0034331	2	4	E8	E8	early_constraint
FBgn0034346	6	2	E4	broad	uniform_low
FBgn0034351	1	3	E2	broad	hourglass
FBgn0034361	6	2	E1	broad	uniform_low
FBgn0034362	1	3	E1	broad	hourglass
FBgn0034366	3	2	E1	E1	inverse_hourglass
FBgn0034368	6	2	E1	broad	uniform_low
FBgn0034371	1	1	E1	E1	hourglass
FBgn0034379	5	1	E2	E2	uniform_high
FBgn0034380	5	3	E1	E1	uniform_high
FBgn0034382	2	4	E5	E5	early_constraint
FBgn0034390	6	4	E7	E7	uniform_low
FBgn0034392	3	3	E4	E4	inverse_hourglass
FBgn0034394	2	4	E6	E6	early_constraint
FBgn0034399	1	3	E1	E1	hourglass
FBgn0034400	3	2	E7	broad	inverse_hourglass
FBgn0034401	1	1	E4	E4	hourglass
FBgn0034403	6	1	E2	E2	uniform_low
FBgn0034420	3	2	E6	E6	inverse_hourglass
FBgn0034422	2	4	E1	E1	early_constraint
FBgn0034425	1	1	E1	E1	hourglass
FBgn0034430	3	2	E1	E1	inverse_hourglass
FBgn0034432	6	1	E6	broad	uniform_low
FBgn0034433	3	5	E1	E1	inverse_hourglass
FBgn0034443	5	5	E2	E2	uniform_high
FBgn0034447	1	1	E2	E2	hourglass
FBgn0034451	1	3	E1	E1	hourglass
FBgn0034455	4	5	E2	broad	late_constraint
FBgn0034470	2	4	E8	E8	early_constraint
FBgn0034476	3	2	E4	E4	inverse_hourglass
FBgn0034488	2	4	E6	E6	early_constraint
FBgn0034496	2	3	E1	E1	early_constraint
FBgn0034498	4	1	E1	broad	late_constraint
FBgn0034500	5	2	E4	E4	uniform_high
FBgn0034503	1	5	E2	E2	hourglass
FBgn0034527	4	5	E7	broad	late_constraint
FBgn0034528	5	2	E1	broad	uniform_high
FBgn0034535	1	3	E7	broad	hourglass
FBgn0034537	6	3	E1	E1	uniform_low
FBgn0034542	3	2	E6	E6	inverse_hourglass
FBgn0034543	1	5	E8	broad	hourglass
FBgn0034564	3	4	E2	E2	inverse_hourglass
FBgn0034565	1	2	E5	E5	hourglass
FBgn0034570	5	2	E4	E4	uniform_high
FBgn0034572	6	3	E2	broad	uniform_low
FBgn0034577	6	1	E2	broad	uniform_low
FBgn0034578	1	3	E4	E4	hourglass
FBgn0034579	1	5	E1	broad	hourglass
FBgn0034598	3	2	E3	broad	inverse_hourglass
FBgn0034606	5	5	E3	E3	uniform_high
FBgn0034611	4	2	E2	E2	late_constraint
FBgn0034614	1	5	E2	E2	hourglass
FBgn0034617	4	2	E1	E1	late_constraint
FBgn0034626	5	3	E2	E2	uniform_high
FBgn0034631	2	4	E1	E1	early_constraint
FBgn0034641	5	2	E7	broad	uniform_high
FBgn0034644	4	5	E8	broad	late_constraint
FBgn0034645	6	1	E7	broad	uniform_low
FBgn0034657	6	5	E2	E2	uniform_low
FBgn0034662	2	4	E6	E6	early_constraint
FBgn0034664	2	4	E7	E7	early_constraint
FBgn0034688	1	1	E6	E6	hourglass
FBgn0034689	1	1	E1	broad	hourglass
FBgn0034697	3	3	E4	broad	inverse_hourglass
FBgn0034703	6	5	E1	E1	uniform_low
FBgn0034704	5	3	E4	E4	uniform_high
FBgn0034705	1	3	E2	E2	hourglass
FBgn0034706	3	2	E6	E6	inverse_hourglass
FBgn0034707	3	5	E2	E2	inverse_hourglass
FBgn0034708	4	5	E1	broad	late_constraint
FBgn0034709	2	4	E6	E6	early_constraint
FBgn0034718	2	4	E6	E6	early_constraint
FBgn0034722	6	5	E1	E1	uniform_low
FBgn0034724	4	2	E4	E4	late_constraint
FBgn0034726	4	5	E2	E2	late_constraint
FBgn0034727	1	1	E5	broad	hourglass
FBgn0034728	5	2	E2	E2	uniform_high
FBgn0034733	2	4	E6	E6	early_constraint
FBgn0034734	3	3	E2	E2	inverse_hourglass
FBgn0034735	5	1	E4	broad	uniform_high
FBgn0034744	1	1	E2	broad	hourglass
FBgn0034748	4	2	E1	E1	late_constraint
FBgn0034750	6	4	E1	E1	uniform_low
FBgn0034755	2	4	E7	E7	early_constraint
FBgn0034761	2	4	E8	E8	early_constraint
FBgn0034763	5	3	E3	broad	uniform_high
FBgn0034789	6	2	E1	broad	uniform_low
FBgn0034791	6	3	E1	E1	uniform_low
FBgn0034792	2	1	E3	broad	early_constraint
FBgn0034793	4	2	E1	broad	late_constraint
FBgn0034803	6	1	E1	E1	uniform_low
FBgn0034804	5	3	E1	E1	uniform_high
FBgn0034814	1	1	E1	E1	hourglass
FBgn0034828	2	4	E8	E8	early_constraint
FBgn0034849	6	1	E2	E2	uniform_low
FBgn0034854	5	1	E4	E4	uniform_high
FBgn0034860	2	4	E7	E7	early_constraint
FBgn0034876	3	2	E1	broad	inverse_hourglass
FBgn0034878	4	2	E1	broad	late_constraint
FBgn0034879	6	1	E2	E2	uniform_low
FBgn0034883	2	4	E6	E6	early_constraint
FBgn0034893	6	5	E2	broad	uniform_low
FBgn0034897	4	2	E4	E4	late_constraint
FBgn0034908	3	2	E3	E3	inverse_hourglass
FBgn0034914	2	4	E3	broad	early_constraint
FBgn0034915	2	4	E7	broad	early_constraint
FBgn0034918	4	5	E2	broad	late_constraint
FBgn0034919	1	1	E1	broad	hourglass
FBgn0034921	1	1	E1	broad	hourglass
FBgn0034923	6	2	E1	E1	uniform_low
FBgn0034933	3	3	E1	E1	inverse_hourglass
FBgn0034936	1	3	E1	broad	hourglass
FBgn0034938	6	1	E5	broad	uniform_low
FBgn0034939	6	3	E1	E1	uniform_low
FBgn0034940	1	1	E1	broad	hourglass
FBgn0034943	2	3	E5	E5	early_constraint
FBgn0034945	3	3	E1	E1	inverse_hourglass
FBgn0034946	2	1	E3	E3	early_constraint
FBgn0034948	6	1	E1	broad	uniform_low
FBgn0034951	1	2	E8	E8	hourglass
FBgn0034958	2	4	E7	broad	early_constraint
FBgn0034961	4	2	E2	E2	late_constraint
FBgn0034962	1	1	E1	E1	hourglass
FBgn0034963	6	3	E2	E2	uniform_low
FBgn0034971	6	1	E1	broad	uniform_low
FBgn0034985	5	3	E6	E6	uniform_high
FBgn0034986	2	2	E1	broad	early_constraint
FBgn0034988	6	4	E1	E1	uniform_low
FBgn0034989	3	3	E4	E4	inverse_hourglass
FBgn0034997	3	5	E4	E4	inverse_hourglass
FBgn0035001	4	1	E6	broad	late_constraint
FBgn0035006	2	4	E7	E7	early_constraint
FBgn0035016	5	5	E4	E4	uniform_high
FBgn0035020	6	3	E7	broad	uniform_low
FBgn0035021	6	5	E1	E1	uniform_low
FBgn0035022	2	4	E7	E7	early_constraint
FBgn0035024	3	2	E4	broad	inverse_hourglass
FBgn0035027	4	1	E1	E1	late_constraint
FBgn0035028	6	5	E1	E1	uniform_low
FBgn0035035	3	5	E2	E2	inverse_hourglass
FBgn0035036	3	2	E3	E3	inverse_hourglass
FBgn0035039	1	5	E5	E5	hourglass
